entity_type,entity_id,change_type,metric_trigger,before_value,after_value,explanation
Template — Content,TPL-A108DDD1,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Ownership/Limited time offer. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0E29877A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),"Segment S9 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Ownership/Your habits, your story. No experiment exposure yet — kept active for future A/B testing."
Template — Content,TPL-4A7B55E6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Ownership/Re-engagement alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8C96EC27,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Ownership/Unlock your potential. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F27DDEFA,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Ownership/Get back on track. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6D629E58,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Ownership/Limited Time Offer. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-687A22E2,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Ownership/Your Progress Matters. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-80739D57,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Ownership/Get Ready for the Next Challenge. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-ABE5A4ED,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Ownership/You're One Step Away. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-E5320469,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Ownership/Don't Let Your Progress Slip. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-CD682710,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Ownership/Limited time offer!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-40E84F02,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Ownership/Your feedback matters!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7B6B07D7,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Ownership/Adjust your strategy!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-AFEFC882,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Ownership/Unlock exclusive rewards!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-B2470895,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S9 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Ownership/Your progress is yours!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-D1214251,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Scarcity/Streaks. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1B9D99B0,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Scarcity/XP. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-AED3991A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Scarcity/Limited Trial Days. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-EECB5153,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Scarcity/Warm Accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-351A76FF,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (paid) | Goal: Increase leaderboard engagement • deepening engagement & retention | Theme/Hook: Scarcity/Streaks. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7F48BF58,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Streak Alert!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8C100AAA,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/XP Alert: Recover Your Lost Ground. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-335511BE,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Tier Badges: Unlock Your Potential. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-D08B119A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Limited Trial Days: Act Now. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F2928599,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (churned) | Goal: Increase leaderboard engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/Re-Engage and Recover. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-04B05E2B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/Streaks. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F7147359,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/XP. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0FEF5D15,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/Limited Trial Days. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-BB218F15,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/Warm Accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-164415AF,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (trial) | Goal: Increase leaderboard engagement • rapid adoption & habit formation | Theme/Hook: Scarcity/Tier Badges. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-40EDA5C8,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Scarcity/Streak Alert!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-78DE807A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Scarcity/XP Warning!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-89B5E54C,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Scarcity/Challenge Countdown. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-DD0DFEFA,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Scarcity/Leaderboard Alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F33925C6,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S3 (inactive) | Goal: Increase leaderboard engagement • compelling return value proposition | Theme/Hook: Scarcity/Accountability Check. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-49DF5122,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Your AI tutor streak is about to hit a milestone!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-5736CEC3,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Adjust & Improve: Get Feedback from Your AI Tutor. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-9B38FB4E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Accomplishment/You're One XP Away from Unlocking Your Next Tier!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-ABEED083,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Your AI Tutor Streak Will Keep You Motivated. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-79127131,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Earn Badges & Progress towards Your Goal. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-28805A90,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Your AI tutor streak is at risk!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-58BF10B5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/XP Alert: You're 1 XP away from the next tier!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-98756137,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Your AI tutor log is full of missed opportunities!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6CD7B1D2,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Re-engagement Time: How's your AI tutor habit?. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-ADB44A53,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/You're 1 day away from losing your streak!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1702B404,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/New streak alert!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6A694076,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/XP Boost!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-14447E74,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Adjust & Adapt. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F6714149,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Badges Ahead!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-88C6435F,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (trial) | Goal: Increase ai_tutor engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Streak Champion. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8B69A8E4,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Accomplishment/Your AI Tutor streak is about to expire!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-141A451A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Accomplishment/Your XP is dwindling! Get back on track with AI Tutor.. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-30378AF3,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Accomplishment/Your log is empty! What's holding you back from AI Tutor?. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6FC943FD,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Accomplishment/Your AI Tutor streak is waiting for you!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6094F1B5,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S2 (inactive) | Goal: Increase ai_tutor engagement • compelling return value proposition | Theme/Hook: Accomplishment/Adjust your loop and boost your progress with AI Tutor.. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-59069B75,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Streak reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-2371A992,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Log → feedback → adjust loop. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-250D2723,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Missed goal alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-875514AB,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Progress-focused. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F0FD76EA,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (paid) | Goal: Increase gamification engagement • deepening engagement & retention | Theme/Hook: Accomplishment/Warm accountability. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-63114AF0,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Log your progress. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-CB8BDDCB,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Missed goal alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-EBDF40F1,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Streak reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1E08F3D0,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Recover your streak. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-8D2C1993,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (churned) | Goal: Increase gamification engagement • re-engagement & recovering lost habits | Theme/Hook: Accomplishment/Progress update. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-97ACDB8E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Streak Reminder. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6C165001,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Log → Feedback. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-581EA621,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Missed Goal Alert. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-C89E875A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Progress-Focused. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0E53A2DC,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (trial) | Goal: Increase gamification engagement • rapid adoption & habit formation | Theme/Hook: Accomplishment/Adjust Loop. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-0201A421,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Accomplishment/Log your progress today!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-36F08A5B,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Accomplishment/Don't let streaks slip away!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7EFB622E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Accomplishment/Your goal is within reach!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-A45AFF06,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Accomplishment/Missed goal alert!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-691A0BF9,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S1 (inactive) | Goal: Increase gamification engagement • compelling return value proposition | Theme/Hook: Accomplishment/Adjust and move forward!. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-F45002EB,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Scarcity/nan (You're so close!). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-9F55D2CC,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Scarcity/nan (Last chance to level up!). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-6B3FEC0A,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Scarcity/nan (Your progress is being tracked...). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7F5B637E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Scarcity/nan (Unlock the secret to retention!). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-FAF7FB44,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (paid) | Goal: Increase ai_tutor engagement • deepening engagement & retention | Theme/Hook: Scarcity/nan (Your engagement is at stake!). No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1AE62D14,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-1FB12933,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-7DD6255E,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/nan. No experiment exposure yet — kept active for future A/B testing.
Template — Content,TPL-EFC07849,Kept — Untested (Exploration),No experiment data,Selection weight: 1.0  |  Status: Active,Selection weight: 1.0  |  Status: Active (exploration pool),Segment S8 (churned) | Goal: Increase ai_tutor engagement • re-engagement & recovering lost habits | Theme/Hook: Scarcity/nan. No experiment exposure yet — kept active for future A/B testing.
