template_id,segment_id,lifecycle_stage,goal,theme,hook_used,feature_reference,content_english,content_hindi
TPL-F72BC451,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Loss Aversion,Leaderboard,[S6 - CHURNED] Mock message 1 focusing on Core Drive 5.,[S6 - CHURNED] डमी संदेश 1 (Core Drive 5).
TPL-DD334E88,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Curiosity,AI Tutor,[S6 - CHURNED] Mock message 2 focusing on Core Drive 5.,[S6 - CHURNED] डमी संदेश 2 (Core Drive 5).
TPL-29262DD6,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Mastery,Roleplay,[S6 - CHURNED] Mock message 3 focusing on Core Drive 5.,[S6 - CHURNED] डमी संदेश 3 (Core Drive 5).
TPL-BBE559F8,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Status,Leaderboard,[S6 - CHURNED] Mock message 4 focusing on Core Drive 5.,[S6 - CHURNED] डमी संदेश 4 (Core Drive 5).
TPL-900EB48B,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Urgency,Progress Dashboard,[S6 - CHURNED] Mock message 5 focusing on Core Drive 5.,[S6 - CHURNED] डमी संदेश 5 (Core Drive 5).
TPL-943605E4,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,Urgency,AI Tutor,[S6 - INACTIVE] Mock message 1 focusing on Core Drive 5.,[S6 - INACTIVE] डमी संदेश 1 (Core Drive 5).
TPL-5E8C8BC8,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,Social Proof,Progress Dashboard,[S6 - INACTIVE] Mock message 2 focusing on Core Drive 5.,[S6 - INACTIVE] डमी संदेश 2 (Core Drive 5).
TPL-FA184DEE,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,Loss Aversion,AI Tutor,[S6 - INACTIVE] Mock message 3 focusing on Core Drive 5.,[S6 - INACTIVE] डमी संदेश 3 (Core Drive 5).
TPL-9608A1FE,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,Urgency,Roleplay,[S6 - INACTIVE] Mock message 4 focusing on Core Drive 5.,[S6 - INACTIVE] डमी संदेश 4 (Core Drive 5).
TPL-86D5A738,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,Status,AI Tutor,[S6 - INACTIVE] Mock message 5 focusing on Core Drive 5.,[S6 - INACTIVE] डमी संदेश 5 (Core Drive 5).
TPL-8CDFED14,S7,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Curiosity,Roleplay,[S7 - TRIAL] Mock message 1 focusing on Core Drive 8.,[S7 - TRIAL] डमी संदेश 1 (Core Drive 8).
TPL-386C0B9D,S7,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Status,Leaderboard,[S7 - TRIAL] Mock message 2 focusing on Core Drive 8.,[S7 - TRIAL] डमी संदेश 2 (Core Drive 8).
TPL-419E28F1,S7,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Loss Aversion,XP Boost,[S7 - TRIAL] Mock message 3 focusing on Core Drive 8.,[S7 - TRIAL] डमी संदेश 3 (Core Drive 8).
TPL-D3DB3169,S7,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Urgency,Leaderboard,[S7 - TRIAL] Mock message 4 focusing on Core Drive 8.,[S7 - TRIAL] डमी संदेश 4 (Core Drive 8).
TPL-EEEE218F,S7,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,FOMO,Daily Streak,[S7 - TRIAL] Mock message 5 focusing on Core Drive 8.,[S7 - TRIAL] डमी संदेश 5 (Core Drive 8).
TPL-25DC52A6,S7,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 8: Loss Avoidance,FOMO,Progress Dashboard,[S7 - PAID] Mock message 1 focusing on Core Drive 8.,[S7 - PAID] डमी संदेश 1 (Core Drive 8).
TPL-907EDE34,S7,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 8: Loss Avoidance,FOMO,Leaderboard,[S7 - PAID] Mock message 2 focusing on Core Drive 8.,[S7 - PAID] डमी संदेश 2 (Core Drive 8).
TPL-357F97F8,S7,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 8: Loss Avoidance,Loss Aversion,Leaderboard,[S7 - PAID] Mock message 3 focusing on Core Drive 8.,[S7 - PAID] डमी संदेश 3 (Core Drive 8).
TPL-743B8AAB,S7,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 8: Loss Avoidance,Mastery,Leaderboard,[S7 - PAID] Mock message 4 focusing on Core Drive 8.,[S7 - PAID] डमी संदेश 4 (Core Drive 8).
TPL-4335A4D2,S7,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 8: Loss Avoidance,Social Proof,Daily Streak,[S7 - PAID] Mock message 5 focusing on Core Drive 8.,[S7 - PAID] डमी संदेश 5 (Core Drive 8).
TPL-31E670A6,S7,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Urgency,AI Tutor,[S7 - CHURNED] Mock message 1 focusing on Core Drive 8.,[S7 - CHURNED] डमी संदेश 1 (Core Drive 8).
TPL-87188AD5,S7,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Curiosity,AI Tutor,[S7 - CHURNED] Mock message 2 focusing on Core Drive 8.,[S7 - CHURNED] डमी संदेश 2 (Core Drive 8).
TPL-350627A2,S7,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,FOMO,Daily Streak,[S7 - CHURNED] Mock message 3 focusing on Core Drive 8.,[S7 - CHURNED] डमी संदेश 3 (Core Drive 8).
TPL-844253C4,S7,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Status,Roleplay,[S7 - CHURNED] Mock message 4 focusing on Core Drive 8.,[S7 - CHURNED] डमी संदेश 4 (Core Drive 8).
TPL-9AA875AD,S7,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Mastery,Progress Dashboard,[S7 - CHURNED] Mock message 5 focusing on Core Drive 8.,[S7 - CHURNED] डमी संदेश 5 (Core Drive 8).
TPL-F7BEF7DC,S7,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 8: Loss Avoidance,Curiosity,AI Tutor,[S7 - INACTIVE] Mock message 1 focusing on Core Drive 8.,[S7 - INACTIVE] डमी संदेश 1 (Core Drive 8).
TPL-8C9202A4,S7,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 8: Loss Avoidance,FOMO,Progress Dashboard,[S7 - INACTIVE] Mock message 2 focusing on Core Drive 8.,[S7 - INACTIVE] डमी संदेश 2 (Core Drive 8).
TPL-CC2F0041,S7,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 8: Loss Avoidance,Social Proof,Leaderboard,[S7 - INACTIVE] Mock message 3 focusing on Core Drive 8.,[S7 - INACTIVE] डमी संदेश 3 (Core Drive 8).
TPL-18375E28,S7,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 8: Loss Avoidance,Loss Aversion,Progress Dashboard,[S7 - INACTIVE] Mock message 4 focusing on Core Drive 8.,[S7 - INACTIVE] डमी संदेश 4 (Core Drive 8).
TPL-5F61EB1D,S7,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 8: Loss Avoidance,Urgency,Daily Streak,[S7 - INACTIVE] Mock message 5 focusing on Core Drive 8.,[S7 - INACTIVE] डमी संदेश 5 (Core Drive 8).
TPL-540260F6,S8,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 6: Scarcity,Curiosity,AI Tutor,[S8 - TRIAL] Mock message 1 focusing on Core Drive 6.,[S8 - TRIAL] डमी संदेश 1 (Core Drive 6).
TPL-2A74A00F,S8,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 6: Scarcity,Status,Leaderboard,[S8 - TRIAL] Mock message 2 focusing on Core Drive 6.,[S8 - TRIAL] डमी संदेश 2 (Core Drive 6).
TPL-BD928EE7,S8,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 6: Scarcity,Mastery,Leaderboard,[S8 - TRIAL] Mock message 3 focusing on Core Drive 6.,[S8 - TRIAL] डमी संदेश 3 (Core Drive 6).
TPL-4EBB1AA5,S8,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 6: Scarcity,FOMO,Roleplay,[S8 - TRIAL] Mock message 4 focusing on Core Drive 6.,[S8 - TRIAL] डमी संदेश 4 (Core Drive 6).
TPL-0AD07F6A,S8,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 6: Scarcity,Status,Roleplay,[S8 - TRIAL] Mock message 5 focusing on Core Drive 6.,[S8 - TRIAL] डमी संदेश 5 (Core Drive 6).
TPL-A775E383,S8,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 6: Scarcity,Status,Leaderboard,[S8 - PAID] Mock message 1 focusing on Core Drive 6.,[S8 - PAID] डमी संदेश 1 (Core Drive 6).
TPL-E6AC45E8,S8,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 6: Scarcity,Curiosity,Daily Streak,[S8 - PAID] Mock message 2 focusing on Core Drive 6.,[S8 - PAID] डमी संदेश 2 (Core Drive 6).
TPL-19A9A3DA,S8,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 6: Scarcity,Status,Leaderboard,[S8 - PAID] Mock message 3 focusing on Core Drive 6.,[S8 - PAID] डमी संदेश 3 (Core Drive 6).
TPL-8F9E9AA3,S8,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 6: Scarcity,Status,Roleplay,[S8 - PAID] Mock message 4 focusing on Core Drive 6.,[S8 - PAID] डमी संदेश 4 (Core Drive 6).
TPL-5F5890CF,S8,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 6: Scarcity,FOMO,Daily Streak,[S8 - PAID] Mock message 5 focusing on Core Drive 6.,[S8 - PAID] डमी संदेश 5 (Core Drive 6).
TPL-E94164C2,S8,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Status,Progress Dashboard,[S8 - CHURNED] Mock message 1 focusing on Core Drive 6.,[S8 - CHURNED] डमी संदेश 1 (Core Drive 6).
TPL-3B4DD941,S8,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Mastery,Progress Dashboard,[S8 - CHURNED] Mock message 2 focusing on Core Drive 6.,[S8 - CHURNED] डमी संदेश 2 (Core Drive 6).
TPL-8132EF92,S8,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Mastery,XP Boost,[S8 - CHURNED] Mock message 3 focusing on Core Drive 6.,[S8 - CHURNED] डमी संदेश 3 (Core Drive 6).
TPL-6388FFD7,S8,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Loss Aversion,AI Tutor,[S8 - CHURNED] Mock message 4 focusing on Core Drive 6.,[S8 - CHURNED] डमी संदेश 4 (Core Drive 6).
TPL-2E87560B,S8,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Urgency,Daily Streak,[S8 - CHURNED] Mock message 5 focusing on Core Drive 6.,[S8 - CHURNED] डमी संदेश 5 (Core Drive 6).
TPL-1B9DDF96,S8,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 6: Scarcity,Mastery,AI Tutor,[S8 - INACTIVE] Mock message 1 focusing on Core Drive 6.,[S8 - INACTIVE] डमी संदेश 1 (Core Drive 6).
TPL-2FF21F9B,S8,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 6: Scarcity,Urgency,Leaderboard,[S8 - INACTIVE] Mock message 2 focusing on Core Drive 6.,[S8 - INACTIVE] डमी संदेश 2 (Core Drive 6).
TPL-0354B835,S8,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 6: Scarcity,Status,Leaderboard,[S8 - INACTIVE] Mock message 3 focusing on Core Drive 6.,[S8 - INACTIVE] डमी संदेश 3 (Core Drive 6).
TPL-C3F16729,S8,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 6: Scarcity,Curiosity,Progress Dashboard,[S8 - INACTIVE] Mock message 4 focusing on Core Drive 6.,[S8 - INACTIVE] डमी संदेश 4 (Core Drive 6).
TPL-6D96FC53,S8,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 6: Scarcity,FOMO,XP Boost,[S8 - INACTIVE] Mock message 5 focusing on Core Drive 6.,[S8 - INACTIVE] डमी संदेश 5 (Core Drive 6).
TPL-4E4CDE4B,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Curiosity,Daily Streak,[S9 - TRIAL] Mock message 1 focusing on Core Drive 8.,[S9 - TRIAL] डमी संदेश 1 (Core Drive 8).
TPL-FB25EA7C,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Status,Progress Dashboard,[S9 - TRIAL] Mock message 2 focusing on Core Drive 8.,[S9 - TRIAL] डमी संदेश 2 (Core Drive 8).
TPL-1EB6FD8D,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Mastery,Progress Dashboard,[S9 - TRIAL] Mock message 3 focusing on Core Drive 8.,[S9 - TRIAL] डमी संदेश 3 (Core Drive 8).
TPL-73775866,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Social Proof,Progress Dashboard,[S9 - TRIAL] Mock message 4 focusing on Core Drive 8.,[S9 - TRIAL] डमी संदेश 4 (Core Drive 8).
TPL-DACAE9C1,S9,trial,Identity → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Loss Aversion,Leaderboard,[S9 - TRIAL] Mock message 5 focusing on Core Drive 8.,[S9 - TRIAL] डमी संदेश 5 (Core Drive 8).
TPL-F445B22F,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Mastery,XP Boost,[S9 - PAID] Mock message 1 focusing on Core Drive 8.,[S9 - PAID] डमी संदेश 1 (Core Drive 8).
TPL-5A9BC635,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Loss Aversion,Daily Streak,[S9 - PAID] Mock message 2 focusing on Core Drive 8.,[S9 - PAID] डमी संदेश 2 (Core Drive 8).
TPL-5D3A6E74,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,FOMO,Roleplay,[S9 - PAID] Mock message 3 focusing on Core Drive 8.,[S9 - PAID] डमी संदेश 3 (Core Drive 8).
TPL-1ADB48D7,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Mastery,XP Boost,[S9 - PAID] Mock message 4 focusing on Core Drive 8.,[S9 - PAID] डमी संदेश 4 (Core Drive 8).
TPL-FC08FCB1,S9,paid,Identity → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Loss Aversion,XP Boost,[S9 - PAID] Mock message 5 focusing on Core Drive 8.,[S9 - PAID] डमी संदेश 5 (Core Drive 8).
TPL-09CA2306,S9,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Loss Aversion,Leaderboard,[S9 - CHURNED] Mock message 1 focusing on Core Drive 8.,[S9 - CHURNED] डमी संदेश 1 (Core Drive 8).
TPL-CBA5CA30,S9,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Mastery,Progress Dashboard,[S9 - CHURNED] Mock message 2 focusing on Core Drive 8.,[S9 - CHURNED] डमी संदेश 2 (Core Drive 8).
TPL-9FF64CB1,S9,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Loss Aversion,XP Boost,[S9 - CHURNED] Mock message 3 focusing on Core Drive 8.,[S9 - CHURNED] डमी संदेश 3 (Core Drive 8).
TPL-EA3AD7CE,S9,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,FOMO,Daily Streak,[S9 - CHURNED] Mock message 4 focusing on Core Drive 8.,[S9 - CHURNED] डमी संदेश 4 (Core Drive 8).
TPL-1D360ECF,S9,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Mastery,AI Tutor,[S9 - CHURNED] Mock message 5 focusing on Core Drive 8.,[S9 - CHURNED] डमी संदेश 5 (Core Drive 8).
TPL-23738FF6,S9,inactive,Identity → retention • compelling return value proposition,Core Drive 8: Loss Avoidance,Urgency,AI Tutor,[S9 - INACTIVE] Mock message 1 focusing on Core Drive 8.,[S9 - INACTIVE] डमी संदेश 1 (Core Drive 8).
TPL-52AE80C1,S9,inactive,Identity → retention • compelling return value proposition,Core Drive 8: Loss Avoidance,Urgency,Daily Streak,[S9 - INACTIVE] Mock message 2 focusing on Core Drive 8.,[S9 - INACTIVE] डमी संदेश 2 (Core Drive 8).
TPL-86203952,S9,inactive,Identity → retention • compelling return value proposition,Core Drive 8: Loss Avoidance,Curiosity,Progress Dashboard,[S9 - INACTIVE] Mock message 3 focusing on Core Drive 8.,[S9 - INACTIVE] डमी संदेश 3 (Core Drive 8).
TPL-5C52DE9F,S9,inactive,Identity → retention • compelling return value proposition,Core Drive 8: Loss Avoidance,Social Proof,Roleplay,[S9 - INACTIVE] Mock message 4 focusing on Core Drive 8.,[S9 - INACTIVE] डमी संदेश 4 (Core Drive 8).
TPL-77C5EF82,S9,inactive,Identity → retention • compelling return value proposition,Core Drive 8: Loss Avoidance,FOMO,Progress Dashboard,[S9 - INACTIVE] Mock message 5 focusing on Core Drive 8.,[S9 - INACTIVE] डमी संदेश 5 (Core Drive 8).
TPL-2BF9FC9A,S1,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 4: Ownership,Urgency,XP Boost,[S1 - TRIAL] Mock message 1 focusing on Core Drive 4.,[S1 - TRIAL] डमी संदेश 1 (Core Drive 4).
TPL-13A39752,S1,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 4: Ownership,Loss Aversion,Leaderboard,[S1 - TRIAL] Mock message 2 focusing on Core Drive 4.,[S1 - TRIAL] डमी संदेश 2 (Core Drive 4).
TPL-3F1F260A,S1,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 4: Ownership,Curiosity,Leaderboard,[S1 - TRIAL] Mock message 3 focusing on Core Drive 4.,[S1 - TRIAL] डमी संदेश 3 (Core Drive 4).
TPL-B50A9D5F,S1,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 4: Ownership,Curiosity,Roleplay,[S1 - TRIAL] Mock message 4 focusing on Core Drive 4.,[S1 - TRIAL] डमी संदेश 4 (Core Drive 4).
TPL-39326B9E,S1,trial,Motivation → session frequency • rapid adoption & habit formation,Core Drive 4: Ownership,Social Proof,Daily Streak,[S1 - TRIAL] Mock message 5 focusing on Core Drive 4.,[S1 - TRIAL] डमी संदेश 5 (Core Drive 4).
TPL-0A3D3489,S1,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 4: Ownership,Loss Aversion,AI Tutor,[S1 - PAID] Mock message 1 focusing on Core Drive 4.,[S1 - PAID] डमी संदेश 1 (Core Drive 4).
TPL-A9939E8A,S1,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 4: Ownership,FOMO,Daily Streak,[S1 - PAID] Mock message 2 focusing on Core Drive 4.,[S1 - PAID] डमी संदेश 2 (Core Drive 4).
TPL-86E6283E,S1,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 4: Ownership,Urgency,Progress Dashboard,[S1 - PAID] Mock message 3 focusing on Core Drive 4.,[S1 - PAID] डमी संदेश 3 (Core Drive 4).
TPL-DF553D3A,S1,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 4: Ownership,Loss Aversion,AI Tutor,[S1 - PAID] Mock message 4 focusing on Core Drive 4.,[S1 - PAID] डमी संदेश 4 (Core Drive 4).
TPL-F1B5D077,S1,paid,Motivation → session frequency • deepening engagement & retention,Core Drive 4: Ownership,Urgency,Roleplay,[S1 - PAID] Mock message 5 focusing on Core Drive 4.,[S1 - PAID] डमी संदेश 5 (Core Drive 4).
TPL-1D20422F,S1,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 4: Ownership,Status,Progress Dashboard,[S1 - CHURNED] Mock message 1 focusing on Core Drive 4.,[S1 - CHURNED] डमी संदेश 1 (Core Drive 4).
TPL-E8C467CD,S1,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 4: Ownership,Curiosity,AI Tutor,[S1 - CHURNED] Mock message 2 focusing on Core Drive 4.,[S1 - CHURNED] डमी संदेश 2 (Core Drive 4).
TPL-322AB01C,S1,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 4: Ownership,FOMO,XP Boost,[S1 - CHURNED] Mock message 3 focusing on Core Drive 4.,[S1 - CHURNED] डमी संदेश 3 (Core Drive 4).
TPL-87BE66F3,S1,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 4: Ownership,Curiosity,Roleplay,[S1 - CHURNED] Mock message 4 focusing on Core Drive 4.,[S1 - CHURNED] डमी संदेश 4 (Core Drive 4).
TPL-06C18142,S1,churned,Motivation → session frequency • re-engagement & recovering lost habits,Core Drive 4: Ownership,Curiosity,AI Tutor,[S1 - CHURNED] Mock message 5 focusing on Core Drive 4.,[S1 - CHURNED] डमी संदेश 5 (Core Drive 4).
TPL-498E4EE5,S1,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 4: Ownership,Mastery,Daily Streak,[S1 - INACTIVE] Mock message 1 focusing on Core Drive 4.,[S1 - INACTIVE] डमी संदेश 1 (Core Drive 4).
TPL-8A62B0ED,S1,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 4: Ownership,Curiosity,Leaderboard,[S1 - INACTIVE] Mock message 2 focusing on Core Drive 4.,[S1 - INACTIVE] डमी संदेश 2 (Core Drive 4).
TPL-467FE55E,S1,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 4: Ownership,Social Proof,Daily Streak,[S1 - INACTIVE] Mock message 3 focusing on Core Drive 4.,[S1 - INACTIVE] डमी संदेश 3 (Core Drive 4).
TPL-ADE586D6,S1,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 4: Ownership,Curiosity,Progress Dashboard,[S1 - INACTIVE] Mock message 4 focusing on Core Drive 4.,[S1 - INACTIVE] डमी संदेश 4 (Core Drive 4).
TPL-89A9CC83,S1,inactive,Motivation → session frequency • compelling return value proposition,Core Drive 4: Ownership,Curiosity,Progress Dashboard,[S1 - INACTIVE] Mock message 5 focusing on Core Drive 4.,[S1 - INACTIVE] डमी संदेश 5 (Core Drive 4).
TPL-85589A39,S2,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Mastery,Daily Streak,[S2 - TRIAL] Mock message 1 focusing on Core Drive 1.,[S2 - TRIAL] डमी संदेश 1 (Core Drive 1).
TPL-692FA708,S2,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Social Proof,Daily Streak,[S2 - TRIAL] Mock message 2 focusing on Core Drive 1.,[S2 - TRIAL] डमी संदेश 2 (Core Drive 1).
TPL-52314A85,S2,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 1: Epic Meaning,FOMO,Daily Streak,[S2 - TRIAL] Mock message 3 focusing on Core Drive 1.,[S2 - TRIAL] डमी संदेश 3 (Core Drive 1).
TPL-F5E48ADF,S2,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Status,Roleplay,[S2 - TRIAL] Mock message 4 focusing on Core Drive 1.,[S2 - TRIAL] डमी संदेश 4 (Core Drive 1).
TPL-5E71A630,S2,trial,Personalization → Engagement • rapid adoption & habit formation,Core Drive 1: Epic Meaning,Urgency,Daily Streak,[S2 - TRIAL] Mock message 5 focusing on Core Drive 1.,[S2 - TRIAL] डमी संदेश 5 (Core Drive 1).
TPL-F39B29A6,S2,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 1: Epic Meaning,Curiosity,Progress Dashboard,[S2 - PAID] Mock message 1 focusing on Core Drive 1.,[S2 - PAID] डमी संदेश 1 (Core Drive 1).
TPL-1C4AC0D9,S2,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 1: Epic Meaning,Urgency,XP Boost,[S2 - PAID] Mock message 2 focusing on Core Drive 1.,[S2 - PAID] डमी संदेश 2 (Core Drive 1).
TPL-FD095D44,S2,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 1: Epic Meaning,FOMO,Daily Streak,[S2 - PAID] Mock message 3 focusing on Core Drive 1.,[S2 - PAID] डमी संदेश 3 (Core Drive 1).
TPL-32E7CED8,S2,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 1: Epic Meaning,Curiosity,Roleplay,[S2 - PAID] Mock message 4 focusing on Core Drive 1.,[S2 - PAID] डमी संदेश 4 (Core Drive 1).
TPL-4DF47E63,S2,paid,Personalization → Engagement • deepening engagement & retention,Core Drive 1: Epic Meaning,Curiosity,Daily Streak,[S2 - PAID] Mock message 5 focusing on Core Drive 1.,[S2 - PAID] डमी संदेश 5 (Core Drive 1).
TPL-C317306D,S2,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Loss Aversion,XP Boost,[S2 - CHURNED] Mock message 1 focusing on Core Drive 1.,[S2 - CHURNED] डमी संदेश 1 (Core Drive 1).
TPL-7AFB0634,S2,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Mastery,XP Boost,[S2 - CHURNED] Mock message 2 focusing on Core Drive 1.,[S2 - CHURNED] डमी संदेश 2 (Core Drive 1).
TPL-1E16BE83,S2,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Curiosity,XP Boost,[S2 - CHURNED] Mock message 3 focusing on Core Drive 1.,[S2 - CHURNED] डमी संदेश 3 (Core Drive 1).
TPL-87B28C23,S2,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Mastery,Roleplay,[S2 - CHURNED] Mock message 4 focusing on Core Drive 1.,[S2 - CHURNED] डमी संदेश 4 (Core Drive 1).
TPL-118D7E50,S2,churned,Personalization → Engagement • re-engagement & recovering lost habits,Core Drive 1: Epic Meaning,Urgency,Roleplay,[S2 - CHURNED] Mock message 5 focusing on Core Drive 1.,[S2 - CHURNED] डमी संदेश 5 (Core Drive 1).
TPL-313BD8D1,S2,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 1: Epic Meaning,FOMO,Daily Streak,[S2 - INACTIVE] Mock message 1 focusing on Core Drive 1.,[S2 - INACTIVE] डमी संदेश 1 (Core Drive 1).
TPL-7D900180,S2,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 1: Epic Meaning,Curiosity,Progress Dashboard,[S2 - INACTIVE] Mock message 2 focusing on Core Drive 1.,[S2 - INACTIVE] डमी संदेश 2 (Core Drive 1).
TPL-653B86F5,S2,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 1: Epic Meaning,FOMO,Roleplay,[S2 - INACTIVE] Mock message 3 focusing on Core Drive 1.,[S2 - INACTIVE] डमी संदेश 3 (Core Drive 1).
TPL-8E4CFC2C,S2,inactive,Personalization → Engagement • compelling return value proposition,Core Drive 1: Epic Meaning,Social Proof,Roleplay,[S2 - INACTIVE] Mock message 4 focusing on Core Drive 1.,[S2 - INACTIVE] डमी संदेश 4 (Core Drive 1).
