template_id,segment_id,lifecycle_stage,goal,theme,hook_used,feature_reference,content_english,content_hindi,ctr_percent,engagement_percent,performance_class,performance_tag,is_active,weight_multiplier,selection_weight
TPL-47A8969C,S5,paid,Engagement → MCC • deepening engagement & retention,Core Drive 3: Empowerment,Gamification,Daily Challenges,Level up your speaking skills with our daily challenges! Can you beat your previous score?,अपनी बातचीत कौशल को स्तर बढ़ाएं दैनिक चुनौतियों के साथ! आप अपने पिछले स्कोर से क्या कर सकते हैं?,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-CDCD93AE,S5,paid,Engagement → MCC • deepening engagement & retention,Core Drive 3: Empowerment,Empowerment,Voice Assistant,"Take control of your speaking practice with our voice assistant! Record, review, and improve your skills on the go.","अपनी बातचीत अभ्यास को अपने हाथ में ले लें! हमारे वॉयस असिस्टेंट के साथ अपने रिकॉर्ड, समीक्षा और सुधार करें।",,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-51C41336,S5,paid,Engagement → MCC • deepening engagement & retention,Core Drive 3: Empowerment,Social Interaction,Conversation Club,"Join the conversation club and connect with fellow learners! Discuss topics, share ideas, and learn from each other.","बातचीत क्लब में शामिल हों और अन्य शिक्षार्थियों से जुड़ें। विषयों पर चर्चा करें, विचार साझा करें और एक दूसरे से सीखें।",,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-1E5B9164,S5,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 3: Empowerment,Social proof,Daily Streak,You're not alone! Our community is on a roll with their daily streaks. Join the fun and get back on track!,आपके साथ ही दिनचर्या बनाए रखने वाले लोगों की संख्या बढ़ रही है। अपने दिनचर्या को फिर से शुरू करें और मज़े करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-44C1795F,S5,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 3: Empowerment,Personalization,Personalized Learning Plans,We've got a new plan just for you! Our AI-powered learning plans will help you get back on track and reach your goals.,आपके लिए एक नया योजना बनाई गई है! हमारे AI-आधारित सीखने के योजना आपको अपने लक्ष्यों को प्राप्त करने में मदद करेंगी।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-C1292F3D,S5,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 3: Empowerment,Gamification,Badges & Rewards,Get your badge back! Complete a few more lessons and earn your reward. You're one step closer to recovery!,आपका बैज फिर से प्राप्त करें! कुछ अध्यायों को पूरा करें और अपना पुरस्कार प्राप्त करें। आप अपने रिकवरी के लिए एक कदम आगे बढ़ गए हैं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-F728B29F,S5,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 3: Empowerment,Empowerment,Progress Tracking,"Take control of your progress! View your progress, identify areas for improvement, and make a plan to get back on track.","आपकी प्रगति पर नियंत्रण लें! अपनी प्रगति देखें, सुधार के क्षेत्रों की पहचान करें, और अपने दिनचर्या को फिर से शुरू करने के लिए एक योजना बनाएं.",,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8AB2B01B,S5,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 3: Empowerment,Social connection,Community Forum,"Stay connected with fellow learners! Join our community forum and share your experiences, ask for advice, and get support.","अन्य सीखने वालों के साथ जुड़ें! हमारे समुदाय फोरम में शामिल हों और अपने अनुभव साझा करें, सलाह मांगें, और समर्थन प्राप्त करें.",,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-31835B15,S5,inactive,Engagement → MCC • compelling return value proposition,Core Drive 3: Empowerment,Sense of accomplishment,Daily Streak,Boost your daily streak and unlock new conversations! Get back on track with our interactive lessons.,दैनिक स्ट्रीक को बढ़ाएं और नए विचारों को खोलें! अपने दिन को फिर से ट्रैक में लाएं और हमारे इंटरैक्टिव लesson्स का लाभ उठाएं.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-218FC6B5,S5,inactive,Engagement → MCC • compelling return value proposition,Core Drive 3: Empowerment,Social proof,Leaderboard,See how you rank on our leaderboard and challenge your friends to improve! Get back to speaking and earn rewards.,स्पोर्ट्स के बोर्ड पर देखें कि आप कैसे रैंक हैं और अपने दोस्तों से बेहतर बनाएं! बोलते हुए वापस आइए और पुरस्कार प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-6966D5C3,S5,inactive,Engagement → MCC • compelling return value proposition,Core Drive 3: Empowerment,Curiosity,New Content,Discover new conversations and topics to explore! Our latest content is here to help you improve your English skills.,नई बातचीत और विषयों का अन्वेषण करें! हमारे नवीनतम सामग्री में सुधारित अंग्रेजी कौशल के लिए मदद मिलेगी.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-2FD08B7D,S5,inactive,Engagement → MCC • compelling return value proposition,Core Drive 3: Empowerment,Personalization,Personalized Lessons,Get personalized lessons tailored to your needs and goals! Take control of your English learning journey and achieve more.,अपनी जरूरतों और लक्ष्यों के अनुसार व्यक्तिगत लesson्स प्राप्त करें! अपने अंग्रेजी सीखने के यात्रा को नियंत्रित करें और अधिक हासिल करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-C4E23DB0,S5,inactive,Engagement → MCC • compelling return value proposition,Core Drive 3: Empowerment,Urgency,Daily Challenge,Don't miss your daily challenge! Complete your daily speaking minutes and unlock exclusive rewards. Get back to speaking today!,अपने दैनिक चैलेंज को नहीं मिस करें! दैनिक बोलने के मिनटों को पूरा करें और विशेष पुरस्कारों को हासिल करें। आज ही बोलने की शुरुआत करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-881912BC,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,Social Proof,Leaderboard,You're not alone! Our community is growing fast. Join the top 10% and track your progress!,आपके साथ अन्य लोगों की संख्या बढ़ रही है। टॉप 10% में शामिल हों और अपनी प्रगति ट्रैक करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-F468AE8D,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,Social Comparison,Daily Streak,How's your streak? Challenge yourself to beat your friends and become the ultimate English master!,आपकी स्ट्रीक कैसी है? अपने दोस्तों से चुनौती लें और अंग्रेजी मास्टर बनें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-637A906B,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,Social Identity,Profile Badges,Get your English badge! Earn recognition for your language skills and join the ranks of the linguistically gifted.,अंग्रेजी की क्षमता के लिए प्रमाण पत्र प्राप्त करें! अपनी भाषा कौशल के लिए मान्यता प्राप्त करें और भाषा के महानों के साथ जुड़ें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-68E94556,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,Social Influence,Group Chats,Join the conversation! Connect with fellow learners and practice your English skills in a fun and interactive way.,बातचीत में शामिल हों! अन्य सीखने वालों से जुड़ें और अंग्रेजी कौशल पर प्रयोग करें एक मजेदार और इंटरैक्टिव तरीके से.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-BFECB902,S6,trial,Identity → retention • rapid adoption & habit formation,Core Drive 5: Social Influence,Social Recognition,Achievements,Celebrate your wins! Unlock achievements and badges to show off your English skills to the world.,आपकी जीतों को मनाएं! प्राप्त करें उपलब्धियां और प्रमाण पत्र जो आपकी अंग्रेजी क्षमता को दुनिया के सामने प्रदर्शित करेंगे।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-B42ACF74,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 5: Social Influence,Social Proof,Leaderboard,You're part of an exclusive group! Check out the top 10 users who've been speaking the most in the last 24 hours,आप एक विशेष समूह का हिस्सा हैं! देर हाल में 24 घंटों में सबसे अधिक बातचीत करने वाले शीर्ष 10 उपयोगकर्ताओं को देखें,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-C1402D54,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 5: Social Influence,Competition,Daily Streak,Can you beat your friend's daily speaking streak? Challenge them now and see who comes out on top,आपके दोस्त की तुलना में दैनिक बातचीत की श्रृंखला तोड़ सकते हैं? उन्हें चुनौती दें और देखें कि कौन सबसे ऊपर है,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8756E6EA,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 5: Social Influence,Social Influence,Friendship Network,Your friends are speaking up! Join the conversation and show your friends you care,आपके दोस्त बोल रहे हैं! बातचीत में शामिल हों और अपने दोस्तों को बताएं कि आप उन्हें क्या सोचते हैं,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-DD8A4550,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 5: Social Influence,Sense of Accomplishment,Daily Progress,You've made it to the top 5! Celebrate your progress and keep speaking to reach new heights,आपने पांचवें स्थान तक पहुंचा दिया! अपनी प्रगति की पार्टी मनाएं और नई ऊंचाइयों तक पहुंचने के लिए बोलते रहें,17.0,45.0,GOOD,Champion (Scale This),True,2.0,100.0
TPL-B246DDB7,S6,paid,Identity → retention • deepening engagement & retention,Core Drive 5: Social Influence,Social Proof,Community Feedback,What do your fellow learners think of our new feature? Check out the feedback and join the conversation,आपके साथी सीखने वालों की राय क्या है? फीडबैक देखें और बातचीत में शामिल हों,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-4E0A3A65,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Social Proof,Friendship Network,Your friends are still speaking and learning! Join the conversation to stay connected with them.,अपने दोस्त अभी भी बातचीत कर रहे हैं और सीख रहे हैं! उनसे जुड़ने के लिए संपर्क करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-DAE0718E,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Social Comparison,Daily Streak,You're not alone! Check out how many minutes your friends have spoken today and join the challenge.,आप अकेले नहीं हैं! दिन के दौरान बातचीत करने वाले दोस्तों की संख्या देखें और चुनौती के लिए शामिल हों.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-30084820,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Social Identity,Badges,Get your next badge by speaking with friends! Earn recognition for your language skills.,अपने भाषा कौशल के लिए प्रतिष्ठा प्राप्त करें! दोस्तों के साथ बातचीत करके अगला बैज प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-75625CA2,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Social Influence,Community Forum,Join the conversation and get inspired by others! Share your thoughts and learn from the community.,बातचीत में शामिल हों और प्रेरणा प्राप्त करें! अन्य लोगों के विचार साझा करें और समुदाय से सीखें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-1EB40D82,S6,churned,Identity → retention • re-engagement & recovering lost habits,Core Drive 5: Social Influence,Social Validation,Leaderboard,You're ranked high! Keep speaking and climb the leaderboard to reach the top.,आप तीसरे स्थान पर हैं! बातचीत करें और लीडरबोर्ड पर चढ़कर शीर्ष पर पहुंचें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-E099FDD0,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,Social Proof,Daily Streak,Your friends are speaking more English than ever! Join the conversation and boost your streak!,अपने दोस्तों की बातचीत में सुधार देखें! अपने दैनिक स्ट्रीक को बढ़ाएं और भाषा सीखने के दोस्तों के साथ जुड़ें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-F2686FFD,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,Social Comparison,Leaderboard,You're not on the leaderboard? Get there with our daily speaking practice! Beat your friends and become the top learner.,आप लीडरबोर्ड पर नहीं हैं? अपने दैनिक भाषा अभ्यास से वहाँ पहुंचें! अपने दोस्तों से पीछे न रहें और शीर्ष सीखने वाले बनें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-94D24928,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,Social Identity,Badges,Get your next badge! Complete daily speaking tasks and join the ranks of our top learners. Show off your skills!,अगले बैज की प्राप्ति के लिए तैयार रहें! दैनिक भाषा अभ्यास पूरा करें और शीर्ष सीखने वालों की श्रृंखला में शामिल हों। अपनी क्षमताओं को दिखाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-74450933,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,Social Influence,Community,Join the conversation and get support from fellow learners! Share your progress and get motivated.,बातचीत में शामिल हों और साथियों से समर्थन प्राप्त करें! अपनी प्रगति साझा करें और प्रेरित हों.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8FC97A89,S6,inactive,Identity → retention • compelling return value proposition,Core Drive 5: Social Influence,Social Identity,Personalized Coaching,Get personalized coaching to improve your speaking skills! Our expert coaches will help you reach your goals.,व्यक्तिगत कोचिंग प्राप्त करें और अपनी भाषा स्किल्स को सुधारें! हमारे विशेषज्ञ कोच आपके लक्ष्यों तक पहुंचेंगे.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-C9BE763F,S7,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Social Proof,Daily Streak,You're on a roll! You've reached 3 days of daily speaking practice. Keep it up and you'll unlock exclusive rewards!,आप तीन दिनों से दैनिक बातचीत अभ्यास कर रहे हैं! इसे बनाए रखने पर विशेष पुरस्कार प्राप्त करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-687A18A7,S7,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Scarcity,Limited Time Offer,Don't miss out! Our 7-day free trial ends soon. Complete your daily speaking practice to avoid losing your progress.,अंतिम समय! हमारे 7 दिन के मुफ्त प्रयोग का अंत होने वाला है। अपने दैनिक बातचीत अभ्यास को पूरा करने से अपनी प्रगति को खोने से बचें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-71D62ED6,S7,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Personalization,Personalized Feedback,Your speaking skills are improving! Get personalized feedback on your progress and stay motivated.,आपकी बातचीत कौशल में सुधार हो रहा है! व्यक्तिगत प्रतिक्रिया प्राप्त करें और प्रेरित रहें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-B5A99395,S7,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Urgency,Daily Challenge,It's time to level up! Complete today's daily challenge to earn rewards and stay ahead of the game.,अब समय है! आज के दैनिक चैलेंज को पूरा करें और पुरस्कार प्राप्त करें और खेल में आगे रहें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-41C0DA65,S7,trial,Habit formation → retention • rapid adoption & habit formation,Core Drive 8: Loss Avoidance,Social Connection,Language Exchange,Connect with native speakers and improve your language skills! Join our language exchange community today.,नativo भाषी बोलचाल करें और अपनी भाषा कौशल में सुधार करें! आज ही हमारे भाषा आदान-प्रदान समुदाय में शामिल हों!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-D1F7FED5,S7,paid,Habit formation → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Social Proof,Leaderboard,You're on a roll! Keep your streak going and climb the leaderboard!,आपकी ट्रेंड पर बने रहें और बोर्ड को ऊपर चढ़ाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-F71C0BF7,S7,paid,Habit formation → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Scarcity,Daily Streak,Don't let your streak slip! Complete your daily speaking minutes to avoid losing progress.,"अपनी ट्रेंड को बनाए रखने के लिए, दैनिक बातचीत मिनटों को पूरा करें और प्रगति खोने से बचें.",,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8CD9D077,S7,paid,Habit formation → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Personalization,Personalized Feedback,Your speaking skills are improving! Get personalized feedback to take your English to the next level.,आपकी बातचीत कौशल में सुधार हो रहा है! व्यक्तिगत प्रतिक्रिया प्राप्त करें और अपने अंग्रेजी को अगले स्तर पर ले जाएं.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-DF3B7917,S7,paid,Habit formation → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Curiosity,New Content,New content alert! Explore our latest lessons and improve your speaking skills.,नया सामग्री संकेत! हमारे नवीनतम अध्यायों को खोजें और अपनी बातचीत कौशल में सुधार करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-C1F96402,S7,paid,Habit formation → retention • deepening engagement & retention,Core Drive 8: Loss Avoidance,Urgency,Daily Challenge,Time's running out! Complete your daily speaking challenge to avoid losing momentum.,समय की देरी हो रही है! दैनिक बातचीत चुनौती को पूरा करें और गति खोने से बचें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-0B7BED09,S7,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Social Proof,Daily Streak,Don't let your streaks go to waste! Our community is waiting for you to get back on track. What's holding you back?,अपने स्ट्रीक्स को बर्बाद न करें! हमारी समुदाय आपको फिर से ट्रैक पर लाने के लिए तैयार है। आपको वापस आने की क्या बाधा है?,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-85BC6E74,S7,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Scarcity,Limited Time Offer,Limited time offer: Get 10% off on our premium features for a limited time only! Don't miss out on this opportunity to boost your speaking skills.,सीमित समय की ऑफर: हमारे प्रीमियम विशेषताओं पर 10% की छूट के लिए सीमित समय के लिए! इस मौके को खोने का जोखिम न लें और अपनी बोलचाल कौशल को बढ़ाएं.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-3065D83B,S7,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Personalization,Personalized Coach,Your coach is waiting for you! Don't let your speaking skills stagnate. Get personalized feedback and track your progress.,आपका कोच आपके लिए तैयार है! अपनी बोलचाल कौशल को धीमा न होने दें। व्यक्तिगत फीडबैक प्राप्त करें और अपनी प्रगति को ट्रैक करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-948B56FC,S7,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Urgency,Daily Challenge,You're one day away from losing your streak! Complete the daily challenge and get back on track. Your speaking skills are counting on you.,आप एक दिन के लिए अपने स्ट्रीक्स को खोने के लिए एक दिन के लिए! दैनिक चैलेंज को पूरा करें और फिर से ट्रैक पर लाएं। आपकी बोलचाल कौशल आपके लिए महत्वपूर्ण है।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-3DBF55D2,S7,churned,Habit formation → retention • re-engagement & recovering lost habits,Core Drive 8: Loss Avoidance,Social Connection,Community Forum,Join the conversation and get support from fellow learners! Share your experiences and learn from others. Don't go through this alone.,चैटर में शामिल हों और अन्य शिक्षार्थियों से समर्थन प्राप्त करें! अपनी अनुभवों को साझा करें और अन्य लोगों से सीखें। अकेले नहीं रहें.,10.0,30.0,NEUTRAL,Average Performer,True,1.0,1.0
TPL-02022070,S7,inactive,Habit formation → retention • compelling return value proposition,Core Drive 8: Loss Avoidance,FOMO,Daily Streak,Don't let your streaks slip away! Get back on track with our daily speaking practice. Missed a day? Get back in the game!,अपने स्ट्रीक्स को फिर से चालू करें! दैनिक बोलने की प्रथा में वापसी करें। मिसे दिन में एक दिन? फिर से खेल में आ जाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-3178EE0A,S7,inactive,Habit formation → retention • compelling return value proposition,Core Drive 8: Loss Avoidance,Social Proof,Leaderboard,See how others are crushing their goals! Check out our leaderboard and get inspired to reach the top.,दूसरों की लक्ष्यों को देखें और प्रेरित हों! हमारे बोर्ड की जांच करें और शीर्ष पर पहुंचने के लिए प्रेरित हों!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-5F02D9A7,S7,inactive,Habit formation → retention • compelling return value proposition,Core Drive 8: Loss Avoidance,Loss Avoidance,Missed Speaking Days,Don't let missed speaking days add up! Review your progress and get back on track.,मिसे बोलने के दिनों को जोड़ने से बचें! अपनी प्रगति की समीक्षा करें और फिर से ट्रैक पर आ जाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-9EEB8504,S7,inactive,Habit formation → retention • compelling return value proposition,Core Drive 8: Loss Avoidance,Reward,Badges,Get your next badge! Complete a speaking practice session and earn your next reward.,अगला बैज प्राप्त करें! बोलने की प्रथा सेशन पूरा करें और अगला पुरस्कार प्राप्त करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8D7C85E5,S8,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 6: Scarcity,Limited Time Offer,Daily Streak,Don't miss out! Your daily streak is about to expire. Speak for 5 more minutes today to keep it going!,अप्रत्याशित ऑफर! आपकी दैनिक स्ट्रीक का समय समाप्त होने वाला है। आज 5 मिनट बोलें ताकि यह जारी रहे!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-8E1C1C51,S8,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 6: Scarcity,You're Close!,MCC Progress,You're just 1 minute away from reaching your daily goal! Keep speaking to reach the top of the leaderboard!,आपके पास दैनिक लक्ष्य तक पहुंचने के लिए केवल 1 मिनट बाकी हैं! बोलें और टॉप पर स्थान पर पहुंचें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-F13A73AC,S8,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 6: Scarcity,Exclusive Reward,Badges & Rewards,Unlock your next badge by speaking for 10 minutes today! Don't miss out on this exclusive reward!,10 मिनट बोलने से आपको अगली बैज की प्राप्ति होगी! इस एक्सक्लूसिव रिवार्ड को मिस न करें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-A11A5345,S8,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 6: Scarcity,Leaderboard Alert,Leaderboard,New player on the rise! Speak for 5 minutes to stay ahead of the competition!,नया खिलाड़ी उभरा है! 5 मिनट बोलने से आप प्रतिस्पर्धा में आगे रहें!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-08C673C6,S8,trial,Engagement → MCC • rapid adoption & habit formation,Core Drive 6: Scarcity,Time's Running Out,Daily Streak,Your daily streak is about to expire! Speak for 2 more minutes to save it!,आपकी दैनिक स्ट्रीक का समय समाप्त होने वाला है! 2 मिनट बोलने से इसे बचाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-BC0D67DE,S8,paid,Engagement → MCC • deepening engagement & retention,Core Drive 6: Scarcity,Limited Time Offer,Daily Streak,Your daily streak is about to expire! Keep speaking to maintain your streak and unlock exclusive rewards.,अपने दैनिक स्ट्रीक का समय सीमित है! बोलने के लिए जारी रहें और विशेष पुरस्कारों को हासिल करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-EE0F79DD,S8,paid,Engagement → MCC • deepening engagement & retention,Core Drive 6: Scarcity,You're Close to a Milestone,MCC Progress,You're just a few minutes away from reaching your next milestone! Keep speaking to unlock new challenges and rewards.,आप अपने अगले माइलस्टोन के करीब हैं! बोलने के लिए जारी रहें और नए चुनौतियों और पुरस्कारों को हासिल करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-BA406B59,S8,paid,Engagement → MCC • deepening engagement & retention,Core Drive 6: Scarcity,Exclusive Content Awaits,Premium Content,Unlock exclusive content by speaking for 30 minutes today! Don't miss out on this limited-time offer.,बोलने के लिए 30 मिनट बोलने से विशेष सामग्री को हासिल करें! इस सीमित समय के प्रस्ताव को मिस नहीं करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-EB6DEF7C,S8,paid,Engagement → MCC • deepening engagement & retention,Core Drive 6: Scarcity,Leaderboard Alert,Leaderboard,You've climbed the leaderboard! Keep speaking to stay on top and earn more rewards.,आप बोर्ड में ऊपर चढ़े हैं! बोलने के लिए जारी रहें और अधिक पुरस्कारों को हासिल करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-DDF33CE6,S8,paid,Engagement → MCC • deepening engagement & retention,Core Drive 6: Scarcity,Last Chance to Earn,Daily Streak Bonus,Don't miss your daily streak bonus! Speak for 10 minutes more to earn extra rewards.,अपने दैनिक स्ट्रीक बोनस को नहीं मिस करें! बोलने के लिए 10 मिनट अधिक बोलने से अतिरिक्त पुरस्कार प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-3936C9DE,S8,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Limited Time Offer,Daily Streak,Don't let your speaking skills fade away! Complete 3 more days of Daily Streak and get a special badge.,अपनी बोलती कौशल को धुंधला न होने दें! 3 और दिनों के लिए डेली स्ट्रीक को पूरा करें और एक विशेष बैज प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-566E57C2,S8,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 6: Scarcity,You're Not Alone,Leaderboard,You're just 2 spots behind your friend! Join the leaderboard challenge and regain your momentum.,आपके दोस्त से केवल 2 स्थानों दूर हैं! लीडरबोर्ड चैलेंज में शामिल हों और अपनी गति फिर से प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-46942AC3,S8,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Exclusive Content,Daily Streak,Unlock exclusive content by completing 5 more days of Daily Streak. Get ready to level up your English skills!,डेली स्ट्रीक को पूरा करने से विशेष सामग्री को स्वीकार करें! अपने अंग्रेजी कौशल को स्तर 2 पर ले जाएं!,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-C3572152,S8,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Time's Running Out,Daily Streak,You're running out of time! Complete 2 more days of Daily Streak to avoid losing your progress.,समय की दौड़ रही है! डेली स्ट्रीक को पूरा करने से अपनी प्रगति को बचाएं.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-168AE675,S8,churned,Engagement → MCC • re-engagement & recovering lost habits,Core Drive 6: Scarcity,Join the Fun,Daily Streak,Make your friends jealous with your daily speaking skills! Complete 4 more days of Daily Streak and get a fun badge.,अपने दोस्तों को अपनी दैनिक बोलती कौशल से आश्चर्यचकित करें! डेली स्ट्रीक को पूरा करने से एक मजेदार बैज प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-98329E7B,S8,inactive,Engagement → MCC • compelling return value proposition,Core Drive 6: Scarcity,Limited Time Offer,Daily Streak,Don't let your speaking skills go to waste! Complete 3 daily speaking minutes within the next 24 hours to unlock a 10% boost in your progress.,"अप्रत्याशित समय सीमा! 3 दिनों के भीतर अपने बोलने की क्षमता को पूरा करने के बाद, आपको 10% की प्रगति में वृद्धि मिलेगी।",,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-39BC320F,S8,inactive,Engagement → MCC • compelling return value proposition,Core Drive 6: Scarcity,You're Just a Streak Away,Daily Streak,You're so close to breaking your daily speaking streak! Complete just 1 more minute to keep your streak alive.,आप अपने दैनिक बोलने के स्ट्रीक को बनाए रखने के लिए बस एक और मिनट पूरा करें।,,,UNTESTED,No Data Yet,True,1.0,1.0
TPL-85A5291F,S8,inactive,Engagement → MCC • compelling return value proposition,Core Drive 6: Scarcity,Exclusive Access,MCC,Get exclusive access to our top MCC coaches for a limited time only. Complete 2 daily speaking minutes to unlock their guidance.,सीमित समय के लिए विशेष पहुंच प्राप्त करें! 2 दिनों के भीतर अपने बोलने की क्षमता को पूरा करने पर आपको शीर्ष MCC कोचों की मार्गदर्शन मिलेगी।,,,UNTESTED,No Data Yet,True,1.0,1.0
