template_id,segment_id,lifecycle_stage,goal,theme,tone_preferences,hook_used,feature_reference,content_english,content_hindi,ctr_percent,engagement_percent,performance_class,performance_tag,is_active,weight_multiplier
TPL-0E29877A,S9,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Ownership,"Body-neutral, Warm accountability","Your habits, your story",Habit tracking and feedback loop,You've got this! Take ownership of your habits with our powerful tracking and feedback system. Identify areas for improvement and crush your goals!,"आपके हाबिट्स, आपकी कहानी! अपने हाबिट्स को अपने साथ ले जाओ और हमारे शक्तिशाली ट्रैकिंग और फीडबैक सिस्टम का उपयोग करें। सुधार के क्षेत्रों की पहचान करें और अपने लक्ष्यों को पूरा करें!",,,UNTESTED,No Data Yet,True,1.0
TPL-4A7B55E6,S9,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Ownership,"Body-neutral, Warm accountability",Re-engagement alert,Recover lost habits challenge,We've noticed you've been inactive lately. Get back on track with our Recover Lost Habits Challenge and earn rewards! Limited time offer!,हमने देखा है कि आप हाल ही में सक्रिय नहीं रहे। अपने लॉस्ट हाबिट्स को वापस लाने के लिए हमारे रिकवर लॉस्ट हैबिट्स चैलेंज का उपयोग करें और इनाम प्राप्त करें! सीमित समय का ऑफर!,,,UNTESTED,No Data Yet,True,1.0
TPL-8C96EC27,S9,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Ownership,"Body-neutral, Warm accountability",Unlock your potential,Habit tracking and feedback loop,Unleash your full potential with our powerful habit tracking system. Identify areas for improvement and crush your goals! Limited trial days available.,अपने पूर्ण संभावना को खोलें! हमारे शक्तिशाली हाबिट ट्रैकिंग सिस्टम का उपयोग करके अपने लक्ष्यों को पूरा करें। सीमित दिनों का प्रयास उपलब्ध है!,,,UNTESTED,No Data Yet,True,1.0
TPL-F27DDEFA,S9,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Ownership,"Body-neutral, Warm accountability",Get back on track,Recover lost habits challenge,Don't let your progress slip away! Take back control with our Recover Lost Habits Challenge. Get back on track and earn rewards! Limited time offer!,अपनी प्रगति खोने का मौका न दें! अपने लिए वापस आओ और हमारे रिकवर लॉस्ट हैबिट्स चैलेंज को पूरा करें। प्रगति पर वापस आइए और इनाम प्राप्त करें! सीमित समय का ऑफर!,,,UNTESTED,No Data Yet,True,1.0
TPL-6D629E58,S9,trial,Increase leaderboard engagement • rapid adoption & habit formation,Ownership,"Body-neutral, Warm accountability",Limited Time Offer,Leaderboard Challenges,Don't miss out! Your trial period is ending soon. Complete the current challenge to stay on top of the leaderboard and earn rewards.,अंतिम समय का प्रस्ताव! आपकी ट्रायल अवधि जल्द ही समाप्त हो रही है। वर्तमान चैलेंज को पूरा करें और लीडरबोर्ड पर अपनी स्थिति बनाए रखें। रिवार्ड्स के लिए पुरस्कार प्राप्त करें.,,,UNTESTED,No Data Yet,True,1.0
TPL-687A22E2,S9,trial,Increase leaderboard engagement • rapid adoption & habit formation,Ownership,"Body-neutral, Warm accountability",Your Progress Matters,Daily Habit Tracking,You're doing great! Your daily habit tracking is helping you stay focused on your goals. Keep up the good work and adjust your strategy to reach new heights.,आपकी प्रगति महत्वपूर्ण है! आपका दैनिक आदतों का ट्रैकिंग आपको अपने लक्ष्यों पर ध्यान केंद्रित करने में मदद कर रहा है। अच्छा काम करते रहें और अपनी रणनीति को समायोजित करके नए ऊंचाइयों तक पहुंचें।,,,UNTESTED,No Data Yet,True,1.0
TPL-80739D57,S9,trial,Increase leaderboard engagement • rapid adoption & habit formation,Ownership,"Body-neutral, Warm accountability",Get Ready for the Next Challenge,Leaderboard Rankings,The next challenge is just around the corner! Check your leaderboard rankings to see where you stand and get ready to take on new challenges.,अगले चैलेंज की तैयारी करें! अपने लीडरबोर्ड रैंकिंग्स की जांच करें और देखें कि आप कहाँ हैं। अगले चैलेंज को स्वीकार करने के लिए तैयार रहें।,,,UNTESTED,No Data Yet,True,1.0
TPL-ABE5A4ED,S9,trial,Increase leaderboard engagement • rapid adoption & habit formation,Ownership,"Body-neutral, Warm accountability",You're One Step Away,Challenge Completion,You're just one step away from completing the current challenge! Finish strong and earn rewards for your hard work.,आप वर्तमान चैलेंज को पूरा करने सिर्फ एक कदम दूर हैं! मजबूती से समाप्त करें और अपने कड़ी मेहनत के लिए पुरस्कार प्राप्त करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-E5320469,S9,trial,Increase leaderboard engagement • rapid adoption & habit formation,Ownership,"Body-neutral, Warm accountability",Don't Let Your Progress Slip,Habit Formation,Your progress is slipping away! Stay on track with daily habit formation and adjust your strategy to reach new heights.,आपकी प्रगति गिरने का खतरा है! दैनिक आदतों के साथ आगे बढ़ें और अपनी रणनीति को समायोजित करके नए ऊंचाइयों तक पहुंचें।,,,UNTESTED,No Data Yet,True,1.0
TPL-CD682710,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Ownership,"Body-neutral, Warm accountability",Limited time offer!,Leaderboard challenge,Don't let your progress expire! Extend your leaderboard challenge for another day and keep climbing.,अपनी प्रगति को समय सीमा तक बढ़ाएं! दूसरे दिन के लिए बोर्ड चैलेंज को विस्तारित करें और आगे बढ़ें।,,,UNTESTED,No Data Yet,True,1.0
TPL-40E84F02,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Ownership,"Body-neutral, Warm accountability",Your feedback matters!,Log your progress,We want to hear from you! Share your thoughts on our app and help us improve. Your feedback will unlock exclusive rewards.,हम आपकी राय को महत्व देते हैं! हमारे ऐप के बारे में अपने विचार साझा करें और सुधार करने में हमारी मदद करें। आपकी राय के लिए विशेष पुरस्कार प्राप्त करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-7B6B07D7,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Ownership,"Body-neutral, Warm accountability",Adjust your strategy!,Challenge tracker,Not seeing the results you want? Adjust your challenge strategy and try again. You're one step closer to achieving your goal.,आपको दिखाई नहीं दे रही है? अपनी चैलेंज रणनीति को समायोजित करें और फिर से प्रयास करें। आपका लक्ष्य प्राप्त करने के लिए एक कदम आगे बढ़ें।,,,UNTESTED,No Data Yet,True,1.0
TPL-AFEFC882,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Ownership,"Body-neutral, Warm accountability",Unlock exclusive rewards!,Limited trial days,You're running out of time! Unlock exclusive rewards by completing your limited trial days. Don't miss out on this opportunity.,आपके पास समय ही कम है! सीमित प्रयोग के दिनों को पूरा करने पर विशेष पुरस्कारों को लॉक करें। इस मौके को खोने की चिंता न करें.,,,UNTESTED,No Data Yet,True,1.0
TPL-B2470895,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Ownership,"Body-neutral, Warm accountability",Your progress is yours!,Progress tracking,Take ownership of your progress! View and track your achievements on our app. You're in control of your success.,आपकी प्रगति आपकी है! हमारे ऐप में अपनी उपलब्धियों को देखें और ट्रैक करें। आप अपने सफल होने पर नियंत्रण रखते हैं।,,,UNTESTED,No Data Yet,True,1.0
TPL-D1214251,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Streaks,Daily Challenges,Don't let your streak slip! Complete today's challenge to stay on top of the leaderboard.,अपनी स्ट्रीक को बर्बाद न करें! आज के दिन का चैलेंज पूरा करने से लीडरबोर्ड पर अपनी टॉप पर रहें।,,,UNTESTED,No Data Yet,True,1.0
TPL-1B9D99B0,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Scarcity,"Limited trial days, expiring challenges, Warm accountability",XP,Badges & Rewards,Level up and claim your rewards! You're one XP away from unlocking a new badge.,लेवल अप और अपने पुरस्कार का दावा करें! आप एक XP दूर हैं नए बैज को लॉक करने के लिए.,,,UNTESTED,No Data Yet,True,1.0
TPL-AED3991A,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Limited Trial Days,Free Trial,Time's running out! You have only a few trial days left. Make the most of them and get ready to upgrade.,समय की दौलत हो रही है! आपके पास अभी भी कुछ ट्रायल दिन बाकी हैं। उन्हें सबसे अच्छा तरीके से लें और अपग्रेड करने के लिए तैयार रहें।,,,UNTESTED,No Data Yet,True,1.0
TPL-EECB5153,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Warm Accountability,Leaderboard,See how you rank and stay motivated! Check your position on the leaderboard now.,आपकी स्थिति को देखें और प्रेरित रहें! न्यूनतम समय में अपने स्थान को जांचें लीडरबोर्ड पर.,,,UNTESTED,No Data Yet,True,1.0
TPL-351A76FF,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Streaks,Daily Challenges,Your streak is at risk! Complete today's challenge to keep it alive.,आपकी स्ट्रीक खतरे में है! आज के दिन का चैलेंज पूरा करने से इसे जीवित रखें।,,,UNTESTED,No Data Yet,True,1.0
TPL-7F48BF58,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Streak Alert!,Daily Streaks,You're on a roll! Don't let your momentum fade away. Complete your daily streaks to stay top of the leaderboard.,आपकी दैनिक श्रृंखला पर जारी रहें! अपने दैनिक स्ट्रीक्स को पूरा करने से लीडरबोर्ड में आपकी स्थिति बनाए रखें।,,,UNTESTED,No Data Yet,True,1.0
TPL-8C100AAA,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Scarcity,"Limited trial days, expiring challenges, Warm accountability",XP Alert: Recover Your Lost Ground,XP System,"You've lost XP, but you can get it back! Complete challenges and recover your lost ground to regain your position on the leaderboard.","आपके पास एक्सपी की हानि हुई है, लेकिन आप इसे वापस पा सकते हैं! चुनौतियों को पूरा करने से अपनी स्थिति वापस लाएं और लीडरबोर्ड पर अपनी स्थिति बनाए रखें।",,,UNTESTED,No Data Yet,True,1.0
TPL-335511BE,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Tier Badges: Unlock Your Potential,Badges and Rewards,Unlock your potential by completing challenges! Earn tier badges and take your engagement to the next level.,अपने संभावना को खोलें चुनौतियों को पूरा करने से! रैंक बैज प्राप्त करें और अपनी भागीदारी को अगले स्तर पर लाएं.,,,UNTESTED,No Data Yet,True,1.0
TPL-D08B119A,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Limited Trial Days: Act Now,Trial Period,Don't miss your limited trial days! Complete challenges and stay engaged to avoid losing your progress.,अपने सीमित प्रयोग दिवसों को नहीं छोड़ें! चुनौतियों को पूरा करें और अपनी भागीदारी बनाए रखें ताकि आप अपनी प्रगति खो न जाएं.,,,UNTESTED,No Data Yet,True,1.0
TPL-F2928599,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Re-Engage and Recover,Re-engagement Features,Get back on track! Our re-engagement features are here to help you recover lost habits and increase leaderboard engagement.,फिर से जुड़ें और पुनर्प्राप्त करें! हमारी पुनर्संबंधित विशेषताएं आपको खोए हुए आदतों को पुनः प्राप्त करने और लीडरबोर्ड भागीदारी में सुधार करने में मदद करेंगी।,,,UNTESTED,No Data Yet,True,1.0
TPL-04B05E2B,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Streaks,Daily Habits Tracker,Don't let your streak slip! Complete today's habit to stay on top of the leaderboard.,"अपनी स्ट्रीक को बनाए रखें! आज की आदत पूरा करने के लिए, लीडरबोर्ड पर शीर्ष पर रहें।",,,UNTESTED,No Data Yet,True,1.0
TPL-F7147359,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Scarcity,"Limited trial days, expiring challenges, Warm accountability",XP,Challenge Completion,Level up your game! Complete this challenge to earn XP and move closer to the top.,आपकी खेल को स्तर बढ़ाएं! इस चैलेंज को पूरा करने से आपको एक्सपी और शीर्ष पर पहुंचने की दिशा में आगे बढ़ें।,,,UNTESTED,No Data Yet,True,1.0
TPL-0FEF5D15,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Limited Trial Days,Trial Period Ending Soon,Your trial period is ending soon! Complete your daily habits to stay in the game.,आपका प्रयोगकाल जल्द ही समाप्त हो जाएगा। आज की आदतें पूरा करने से आप खेल में रह सकते हैं।,,,UNTESTED,No Data Yet,True,1.0
TPL-BB218F15,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Warm Accountability,Habit Tracker Progress,You're doing great! Track your progress and stay accountable with our habit tracker.,आप अच्छा कर रहे हैं! अपनी प्रगति ट्रैक करें और हमारे आदत के ट्रैकर से खुद पर जवाबदेह रहें।,,,UNTESTED,No Data Yet,True,1.0
TPL-164415AF,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Tier Badges,Badges for Your Achievements,Earn badges for your achievements! Complete daily habits to unlock new tiers and show off your progress.,आपकी उपलब्धियों के लिए बैज प्राप्त करें! आज की आदतें पूरा करने से नए स्तर और अपनी प्रगति को दिखाने के लिए बैज को सक्षम करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-40EDA5C8,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Streak Alert!,Daily streaks,Your daily streak is ending! Complete another day to keep your progress alive.,"अपने दैनिक स्ट्रीक को बनाए रखने के लिए, अगले दिन को पूरा करें.",,,UNTESTED,No Data Yet,True,1.0
TPL-78DE807A,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Scarcity,"Limited trial days, expiring challenges, Warm accountability",XP Warning!,XP points,You're running low on XP! Collect more to unlock new badges and keep your progress going.,आपके पास अभी भी बहुत सारा एक्सपी का बाकी है! और अधिक इकट्ठा करें ताकि आप नए बैज को लॉक सकें.,,,UNTESTED,No Data Yet,True,1.0
TPL-89B5E54C,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Challenge Countdown,Expiring challenges,Time's running out! Complete this challenge before it expires to keep your momentum.,समय की दूरी हो रही है! इस चैलेंज को पूरा करें ताकि आप अपने गति को बनाए रख सकें।,,,UNTESTED,No Data Yet,True,1.0
TPL-DD0DFEFA,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Leaderboard Alert,Leaderboard ranking,You're slipping in the leaderboard! Get back on track with daily progress.,आप लीडरबोर्ड में गिर रहे हैं! दैनिक प्रगति से अपनी ट्रैक पर लाएं.,,,UNTESTED,No Data Yet,True,1.0
TPL-F33925C6,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Scarcity,"Limited trial days, expiring challenges, Warm accountability",Accountability Check,Warm accountability,You're not meeting your daily goals. Get back on track with a fresh start.,आप अपने दैनिक लक्ष्यों को पूरा नहीं कर रहे हैं। एक नई शुरुआत से अपनी ट्रैक पर लाएं.,,,UNTESTED,No Data Yet,True,1.0
TPL-49DF5122,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Your AI tutor streak is about to hit a milestone!,Streaks,You're on a roll! Keep up the good work and earn XP towards your next tier.,आपका एआई ट्यूटर स्ट्रीक माइलस्टोन के करीब है!,,,UNTESTED,No Data Yet,True,1.0
TPL-5736CEC3,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Adjust & Improve: Get Feedback from Your AI Tutor,Log → feedback → adjust loop,Share your thoughts and get actionable insights to boost your engagement.,अपने एआई ट्यूटर से फीडबैक दें और अपनी प्रगति को बेहतर बनाएं!,,,UNTESTED,No Data Yet,True,1.0
TPL-9B38FB4E,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",You're One XP Away from Unlocking Your Next Tier!,XP,Stay focused and keep learning to reach your goal.,आप अपने अगले स्तर को एक्सप के साथ लॉक कर सकते हैं!,,,UNTESTED,No Data Yet,True,1.0
TPL-ABEED083,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Your AI Tutor Streak Will Keep You Motivated,Streaks,Celebrate your progress and keep moving forward.,आपका एआई ट्यूटर स्ट्रीक आपको प्रेरित रखेगा!,,,UNTESTED,No Data Yet,True,1.0
TPL-79127131,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Earn Badges & Progress towards Your Goal,Tier badges,Unlock new rewards and stay on track with your AI tutor.,आप अपने लक्ष्य की ओर बढ़ते हुए नए पुरस्कारों और रeward्स का आनंद लेंगे!,,,UNTESTED,No Data Yet,True,1.0
TPL-28805A90,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Your AI tutor streak is at risk!,Streaks,Don't let your progress slip away! Review your recent activity and adjust your plan to stay on track.,आपका AI शिक्षक स्ट्रीक खतरे में है! अपनी हाल की गतिविधि को देखें और अपने योजना को समायोजित करें ताकि आप आगे बढ़ सकें।,,,UNTESTED,No Data Yet,True,1.0
TPL-58BF10B5,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",XP Alert: You're 1 XP away from the next tier!,XP/Tier Badges,You're so close! Complete your current task to earn the next badge and take a step closer to unlocking new features.,आपके पास अगले स्तर की बैज प्राप्त करने के लिए केवल 1 XP बचा है! अपने वर्तमान कार्य को पूरा करें और नई विशेषताओं तक पहुंचने के लिए एक कदम आगे बढ़ें।,,,UNTESTED,No Data Yet,True,1.0
TPL-98756137,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Your AI tutor log is full of missed opportunities!,Log → feedback → adjust loop,Take a closer look at your recent activity and identify areas where you can improve. Adjust your strategy to make the most of your time.,आपका AI शिक्षक लॉग में कई अवसरों को खो दिया है! अपनी हाल की गतिविधि को ध्यान से देखें और अपनी रणनीति में सुधार करें ताकि आप अधिकतम लाभ प्राप्त कर सकें।,,,UNTESTED,No Data Yet,True,1.0
TPL-6CD7B1D2,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Re-engagement Time: How's your AI tutor habit?,Streaks,It's time to re-evaluate your progress and make adjustments. Check your streak and take action to get back on track.,पुनर-संलग्नता समय: आपका AI शिक्षक आदत कैसे है? अपनी प्रगति को मूल्यांकन करें और आवश्यकतानुसार समायोजन करें। अपने स्ट्रीक की जाँच करें और ट्रैक पर वापस आने के लिए कार्रवाई करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-ADB44A53,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",You're 1 day away from losing your streak!,Streaks,Don't let a single missed session ruin your progress! Get back on track and maintain your momentum.,आपका स्ट्रीक एक दिन बाद हार जाने की ओर बढ़ रहा है! एक ही सत्र में खोए गए समय को बर्बाद न करें। अपने प्रवाह को बनाए रखने के लिए वापस ट्रैक पर आइए।,,,UNTESTED,No Data Yet,True,1.0
TPL-1702B404,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",New streak alert!,Streaks,You've got a new streak! Keep up the great work and crush your next goal.,नया स्ट्रीक अलर्ट! आपकी अच्छी काम करने की शुरुआत जारी रखें और अगले लक्ष्य को पूरा करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-6A694076,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",XP Boost!,XP,You've earned XP! Use it to upgrade your skills and take your progress to the next level.,आपने एक्सपी बूस्ट किया है! इसे अपनी कौशलों में अपग्रेड करने और प्रगति को अगले स्तर तक ले जाने के लिए उपयोग करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-14447E74,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Adjust & Adapt,Log → feedback → adjust loop,Reflect on your progress and make adjustments to stay on track. Your next step is just a click away.,प्रगति पर विचार करें और सुधार के लिए समायोजित करें। अपनी अगली कदम को बस एक क्लिक दूर है।,,,UNTESTED,No Data Yet,True,1.0
TPL-F6714149,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Badges Ahead!,Tier badges,You're close to unlocking your next badge! Keep pushing and you'll be rewarded.,आपके अगले बैज को जल्द ही लॉक कर सकते हैं! आगे बढ़ें और आपको पुरस्कार मिलेगा।,,,UNTESTED,No Data Yet,True,1.0
TPL-88C6435F,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Streak Champion,Streaks,You're on a roll! Keep your streak going and celebrate your wins.,आप एक रोल पर हैं! अपने स्ट्रीक को जारी रखें और अपने विजेता पुरस्कारों का आनंद लें।,,,UNTESTED,No Data Yet,True,1.0
TPL-8B69A8E4,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Your AI Tutor streak is about to expire!,Streaks,Don't let your progress fade away! Re-engage with AI Tutor and earn rewards.,अपने AI ट्यूटर स्ट्रीक को फिर से शुरू करें और पुरस्कार प्राप्त करें!,,,UNTESTED,No Data Yet,True,1.0
TPL-141A451A,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Your XP is dwindling! Get back on track with AI Tutor.,XP,Reclaim your momentum and unlock new badges. Your progress matters!,आपका ईपी कम हो रहा है! एआई ट्यूटर से फिर से शुरू करें और नए बैज को खोजने का मौका मिलेगा।,,,UNTESTED,No Data Yet,True,1.0
TPL-30378AF3,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Your log is empty! What's holding you back from AI Tutor?,Log,Share your progress and get feedback to boost your skills. Take the first step today!,आपका लॉग खाली है! एआई ट्यूटर से क्या रोक रहे हैं? अपनी प्रगति बांटें और फीडबैक प्राप्त करें। आज पहले कदम उठाएं!,,,UNTESTED,No Data Yet,True,1.0
TPL-6FC943FD,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Your AI Tutor streak is waiting for you!,Streaks,Pick up where you left off and earn rewards. Your hard work matters!,आपका एआई ट्यूटर स्ट्रीक आपके लिए तैयार है! फिर से शुरू करें और पुरस्कार प्राप्त करें। आपकी मेहनत को महत्व दें!,,,UNTESTED,No Data Yet,True,1.0
TPL-6094F1B5,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Adjust your loop and boost your progress with AI Tutor.,Log → feedback → adjust loop,Get personalized feedback and adapt your strategy. Unlock your full potential!,आपके लूप को संशोधित करें और अपनी प्रगति को बढ़ाएं। व्यक्तिगत फीडबैक प्राप्त करें और अपनी रणनीति को समायोजित करें। अपना पूर्ण संभवन को खोलें!,,,UNTESTED,No Data Yet,True,1.0
TPL-59069B75,S1,paid,Increase gamification engagement • deepening engagement & retention,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Streak reminder,Daily streaks,You're on a roll! Keep your daily streaks going to boost your progress.,आपकी दैनिक प्रगति बनाए रखें और अपने लक्ष्यों को पूरा करें!,,,UNTESTED,No Data Yet,True,1.0
TPL-2371A992,S1,paid,Increase gamification engagement • deepening engagement & retention,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Log → feedback → adjust loop,Progress tracking,How's your progress? Take a moment to review and adjust your strategy for an even better outcome.,आपकी प्रगति कैसे है? अपनी रणनीति को समीक्षा करें और बेहतर परिणाम पाने के लिए संशोधित करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-250D2723,S1,paid,Increase gamification engagement • deepening engagement & retention,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Missed goal alert,Goal setting,"Don't worry, you can still get back on track! Review your goals and adjust as needed.","चिंता न करें, आप फिर से ट्रैक पर लौट सकते हैं! अपने लक्ष्यों को समीक्षा करें और आवश्यकतानुसार संशोधित करें।",,,UNTESTED,No Data Yet,True,1.0
TPL-875514AB,S1,paid,Increase gamification engagement • deepening engagement & retention,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Progress-focused,Reward system,You're getting closer to your goal! Keep pushing forward and earn rewards along the way.,आप अपने लक्ष्य की ओर बढ़ रहे हैं! आगे बढ़ें और पुरस्कारों का लाभ उठाएं.,,,UNTESTED,No Data Yet,True,1.0
TPL-F0FD76EA,S1,paid,Increase gamification engagement • deepening engagement & retention,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Warm accountability,Community support,You're part of a community that's here to help you succeed. Stay connected and motivated with fellow users.,आप एक समुदाय का हिस्सा हैं जो आपकी सफलता में मदद करने के लिए यहाँ है। अन्य उपयोगकर्ताओं से जुड़ें और प्रेरित रहें।,,,UNTESTED,No Data Yet,True,1.0
TPL-63114AF0,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Log your progress,Streak Reminders,You're close to regaining momentum! Check your streak and adjust your goals for a stronger comeback.,आपकी प्रगति देखें और अपने लक्ष्यों को मजबूत बनाएं। फिर से गति पुनः प्राप्त करने के लिए एक मजबूत वापसी के लिए अपने लक्ष्यों को समायोजित करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-CB8BDDCB,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Missed goal alert,Log → feedback → adjust loop,Don't let your streak slip away! Review what went wrong and make adjustments to get back on track.,अपनी प्रगति से वापस आने का मौका न दें! गलतियों को समीक्षा करें और अपने लक्ष्यों पर वापस आने के लिए आवश्यक बदलाव करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-EBDF40F1,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Streak reminder,Streak Reminders,Your streak is waiting! Take a moment to review your progress and make adjustments for an even stronger comeback.,आपकी प्रगति के लिए एक संकेत दें! अपनी प्रगति को समीक्षा करें और फिर से मजबूत वापसी के लिए आवश्यक बदलाव करें।,,,UNTESTED,No Data Yet,True,1.0
TPL-1E08F3D0,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Accomplishment,"Progress-focused, not appearance-obsessed, Warm accountability",Recover your streak,Log → feedback → adjust loop,It's time to take control of your habits! Review what went wrong and make adjustments to get back on track.,आपके आदतों पर नियंत्रण लें! गलतियों को समीक्षा करें और अपने लक्ष्यों पर वापस आने के लिए आवश्यक बदलाव करें।,,,UNTESTED,No Data Yet,True,1.0
